"id","name","businessScope","licenseNum","addDate","lastDate","address","certificateCode","corpCode","description","econType","legalMan","provinces","sourceData","url","validTime","area_id","state","searchpath","money","regTime","startDate","endDate","updateDate","termStart","teamEnd","checkDate","authentication","govCode","city","apprDate","manageState","manageStateCN","moneyType","regNo","regOrganization","regOrganizationNum","assetsInvestment","email","legalManTel","tel","alias"
"261","北京金鼎轩装饰工程有限公司","专业承包；安装不锈钢制品、铁艺；销售化工产品（一类易制毒化学品及化学危险品除外）、金属材料、装饰材料、机械电子设备（涉及专项审批的项目除外）、五金、交电、汽车配件、电子计算机、工艺美术品。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)","911101137614083938","12/7/2016 16:16:45","26/4/2019 06:10:24","北京市顺义区赵全营镇小官庄村宏都路5号",,"76140839-3",,"有限责任公司(自然人投资或控股)","武永红","北京市",,"暂无","25/4/2034","3",,,"6000000.00","26/4/2004",,,,,,,,,,"26/4/2004","1","开业","人民币","110113006889690","北京市工商行政管理局顺义分局","110113",,"tcxcw@kingrht.cn",,"010-60434558",
"263","北京君岳建设发展有限责任公司","施工总承包；工程技术咨询；工程项目管理；工程监理；工程招标及代理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","9111010855485223X5","12/7/2016 16:16:48","25/5/2019 05:27:28","北京市海淀区马连洼小区东北旺中心小学农军宾馆105、106室",,"55485223-X",,"有限责任公司(自然人投资或控股)","郑广为","北京市",,"暂无","9/5/2040","3",,"381x408x702x1856x","20000000.00","10/5/2010",,,,,,,,,,"10/5/2010","1","开业","人民币","110109012845102","北京市工商行政管理局海淀分局","110108",,"68240758@qq.com",,"18611890777",
"264","北京中德丰泉环保科技有限公司","生产垃圾焚烧炉；研究、开发环保设备；货物进出口；专业承包；技术开发、咨询、交流、推广；技术转让、技术服务；物业管理；企业策划；租赁机械设备；销售电子产品、专用设备、建筑材料、日用杂货、机械设备、化工产品（不含危险化学品及易制毒品）、五金交电、汽车零配件、通讯设备、金属材料、金属矿石、非金属矿石、体育用品、文化用品、工艺品、礼品、燃料油、谷类、豆类、薯类；技术进出口、代理进出口；会议服务；组织文化艺术交流活动（不含演出及棋牌娱乐）；设计、制作、代理、发布广告；摄影扩印服务；出租办公用房；委托加工。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","91110228667529770K","12/7/2016 16:16:49","6/5/2019 09:08:29","北京市密云区经济开发区雁密路6号",,"66752977-0",,"有限责任公司(自然人投资或控股)","张子来","北京市",,"http://www.zhongdetech.com","26/9/2057","3",,,"100000000.00","27/9/2007",,,,,,,,,,"27/9/2007","1","开业","人民币","110228010518628","北京市工商行政管理局密云分局","110228",,"732510836@qq.com",,"010-69086608",
"265","福建泉州华通建筑工程有限公司","承接房屋建筑工程、土石方工程、市政公用工程、建筑装修装饰工程、园林古建筑工程、园林绿化工程、城市及道路照明工程、建筑幕墙工程的设计与施工；销售：建筑材料（不含危险化学品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913505001561161577","12/7/2016 16:16:51","25/4/2019 16:59:05","南安市溪美镇彭美工业区",,"15611615-7",,"有限责任公司(自然人投资或控股)","林伟龙","福建省","451262","暂无","17/11/2026","15",,"380x407x702x711x866x967x","30650000.00","18/11/1996",,,,,,,,,,"18/11/1996","1","存续（在营、开业、在册）","人民币","350500100009084","福建省泉州市工商行政管理局","350500",,,,"0595-86371096",
"266","泉州金洲混凝土有限公司","预拌商品混凝土及水泥制品；普通货运、货物专用运输（罐式）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913505837640509211","12/7/2016 16:16:54","25/5/2019 03:24:34","南安市丰州镇旭山村",,"76405092-1",,"有限责任公司(自然人投资或控股)","黄猛进","福建省","451471","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRW0mYZNAvnX%2fPfonYxRRP9mxInxSGin7B273ZK0vcGNT1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d","18/7/2019","15",,"346x","28841700.00","19/7/2004",,,,,,,,,,"19/7/2004","1","存续（在营、开业、在册）","人民币","350500400005195","福建省南安市市场监督管理局","350583",,,,,
"267","宁夏路捷工贸有限公司","混凝土拌和、灰土拌和、石料加工及销售(依法须经批准的项目，经相关部门批准后方可开展经营活动)","91640300564115989F","12/7/2016 16:16:56","26/4/2019 00:18:17","吴忠市金积工业园区西大街南侧",,"91640300564115989F",,"有限责任公司(自然人投资或控股)","石玉辉","宁夏回族自治区","448604","暂无","12/1/2021","33",,"920x","10000000.00","14/1/2011",,,,,,,,,,"14/1/2011","1","存续（在营、开业、在册）",,"640300200018296","吴忠市市场监督管理局","640300",,"814095234@qq.com",,"0953-2693993",
"268","重庆承财建筑劳务有限公司","砌筑作业劳务分包壹级、钢筋作业劳务分包壹级、混凝土作业劳务分包资质、模板作业劳务分包壹级（在资质证核定事项内经营）；销售：建筑材料（不含危险品）、装饰材料（不含危险品）。（以上经营范围法律、行政法规禁止的除外；法律、行政法规限制的取得许可后经营。）","91500104781599799T","12/7/2016 16:16:57","27/5/2019 22:10:51","重庆市大渡口区春晖路街道锦华路8号3栋1单元5号",,"91500104781599799T",,"有限责任公司","黄彩强","重庆市","453759","暂无",,"5",,"965x","500000.00","31/3/2005",,,,,,,,,,"31/3/2005","1","存续(在营、开业、在册)",,"500104000002801","重庆市工商行政管理局大渡口区分局","500104",,,,"13658397776",
"269","安徽思晟工程设计顾问有限公司","规划、建筑设计、咨询；企业管理咨询，投资咨询，室内外装饰设计，展览展示设计，企业产品设计，景观、园林设计与施工。","91340100795094118G","12/7/2016 16:16:59","28/5/2019 01:35:30","合肥市包河区马鞍山南路世纪阳光大厦1001室",,"79509411-8",,"有限责任公司(自然人投资或控股)","宇晓锋","安徽省","31796","暂无","15/11/2026","14",,"520x","3300000.00","16/11/2006",,,,,,,,,,"16/11/2006","1","存续（在营、开业、在册）",,"340106000006234","合肥市包河区市场监督管理局","340111",,"390185453@qq.com",,"0551-63446746",
"270","池州市远景混凝土有限公司","预拌混凝土、预拌砂浆施工、销售，钢材、水泥、石子、黄沙销售，机械设备租赁及施工服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91341702581509891W","12/7/2016 16:17:00","28/4/2019 12:19:29","安徽省池州市贵池区涓桥镇工业园区",,"58150989-1",,"有限责任公司(自然人投资或控股)","乔亚宏","安徽省","452555","暂无",,"14",,"920x","20000000.00","19/8/2011",,,,,,,,,,"19/8/2011","1","存续（在营、开业、在册）",,"341702000004624","池州市贵池区市场监督管理局","341702",,"15425630202@163.com",,"15425630202",
"271","兰州市政施工有限公司",,"916201002965870570","12/7/2016 16:17:01","29/4/2019 15:25:47","甘肃省兰州市城关区南昌路61号",,"916201002965870570",,"有限责任公司","任大鹏","甘肃省","450290","http://www.lzszyxgs.cn",,"27",,"406x",,,,,,,,,,,,,,,,,,,,"lzszsg@163.com",,"0931-8269582",
"272","广东一新长城建筑集团有限公司","房屋建筑、市政公用、机电安装工程施工总承包壹级，土石方、建筑装修装饰、园林古建筑工程专业承包壹级，钢结构工程专业承包贰级，预应力工程专业承包贰级。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓","91440000765708668N","12/7/2016 16:17:03","25/5/2019 22:47:17","广州市越秀区寺右新马路25号大院2号901-906房",,"91440000765708668N",,"有限责任公司（非自然人投资或控股的法人独资）","王立宏","广东省","450268","http://qy.58.com/15624306145798",,"24",,"379x406x412x701x710x714x","108000000.00","28/7/2004",,,,,,,,,,"28/7/2004","1","在营（开业）企业",,"440000000049851","广东省市场监督管理局","440001",,"103302932@qq.com",,"020-87369646",
"273","广西中广厦建筑工程有限责任公司","房屋建筑工程施工总承包（取得资质证书、安全许可证后方可在其资质等级许可的范围内开展经营活动）。","914500005768461481","12/7/2016 16:17:04","28/4/2019 09:26:57","南宁市江南区白沙大道１－１号荣和新城Ｄ区１栋底层１号商铺",,"57684614-8",,"其他有限责任公司","李雪芳","广西壮族自治区","421357","暂无","6/7/2031","31",,"381x","10800000.00","6/7/2011",,,,,,,,,,"6/7/2011","1","存续（在营、开业、在册）","人民币","450000200030227","广西壮族自治区市场监督管理局","450000",,"rongrh@126.com",,"0771-5533400",
"274","广西工凯重工制造有限公司","塔式起重机制造；施工升降机的制造、安装。生产卷扬机、搅拌机及生产建筑机械，工程机械。销售：建设机械设备及配件，电动机，钢材租赁。建筑设备租赁，起重机械设备安装。道路普通货物运输。","91450123771725157W","12/7/2016 16:17:06","30/5/2019 01:05:22","广西南宁市隆安华侨经济区富侨大道１号",,"77172515-7",,"有限责任公司(自然人投资或控股)","潘秀忠","广西壮族自治区","421545","http://www.gxgkzg.com",,"31",,"918x919x","15800000.00","25/3/2005",,,,,,,,,,"25/3/2005","1","存续（在营、开业、在册）","人民币","450100200036793","隆安县工商行政管理局","450123",,"1809548406@qq.com",,"13307715678",
"275","广西中绍建筑劳务有限责任公司","建筑劳务分包，建筑装修装饰工程设计与施工，金属门窗工程（以上经营项目凭资质证经营）；销售：五金交电、钢材、建筑材料（除危险化学品及竹木制品）。","91450100075245918T","12/7/2016 16:17:07","30/5/2019 01:04:24","南宁市兴宁区明秀东路88号荣和·山水绿城A组团5号楼2703号",,"07524591-8",,"有限责任公司(自然人独资)","刘根","广西壮族自治区","422060","暂无","15/8/2033","31",,"965x","10000000.00","16/8/2013",,,,,,,,,,"16/8/2013","1","存续（在营、开业、在册）",,"450112000105780","南宁市工商行政管理局","450100",,"sichyb@qq.com",,"18677115988",
"276","南宁市武鸣华泰混凝土有限公司","预拌商品混凝土专业承包（凭有效的资质证经营），与混凝土有关的砂、石添加剂及建材（除危险化学品和木材）的销售，混凝土机械设备租赁，混凝土机械设备（特种设备除外）的安装及调试。普通货运、货物专用运输（罐式）。","91450122554748926J","12/7/2016 16:17:09","25/5/2019 23:33:40","南宁市武鸣区武（鸣）马（山）公路九公里处",,"55474892-6",,"有限责任公司(自然人投资或控股)","覃成林","广西壮族自治区","424236","暂无","30/5/2020","31",,"346x","30000000.00","31/5/2010",,,,,,,,,,"17/12/2018","1","存续（在营、开业、在册）",,"450122200006423","南宁市市场监督管理局","450100",,"2211240531@QQ.com",,"0771-6222401","武鸣县华泰混凝土有限公司"
"277","广西大成建设有限责任公司","房屋建筑工程施工总承包，市政公用工程施工总承包，公路工程施工总承包，水利水电施工总承包，地基基础工程专业承包，防水防腐保温工程专业承包，钢结构工程专业承包，建筑幕墙工程专业承包，古建筑工程专业承包，水利水电机电安装工程专业承包，土石方工程专业承包，建筑装修装饰工程专业承包，城市及道路照明工程专业承包，园林绿化工程，园林绿化护理服务（以上项目凭资质证经营）；建筑装饰材料（除危险化学品及木材）、五金交电、机电设备的销售；机械设备租赁；绿化苗木、花卉、草坪的种植及销售（涉及许可证的具体项目以审批部门批准为准）；园林设备的销售及售后服务。","91450100557237152N","12/7/2016 16:17:10","27/5/2019 14:12:31","南宁市青秀区思贤路45-5号创投中心10层1008号、1009号、1010号房",,"91450100557237152N",,"有限责任公司(自然人投资或控股)","陈杰","广西壮族自治区","433643","暂无","4/7/2030","31",,"381x408x421x702x1044x","68000000.00","5/7/2010",,,,,,,,,,"1/4/2019","1","存续（在营、开业、在册）",,"450000200023481","南宁市工商行政管理局","450100",,"1072254550@qq.com",,"0771-5888139",
"278","广西巨泰电力工程有限公司","送变电工程（凭资质证经营）；电气设备的维修；销售：电力设备、电力器材、金属材料（除国家专控产品）、五金交电（除助力自行车）、化工产品（除危险化学品）、建筑材料（除危险化学品及木材）、家用电器、电脑、办公耗材。","914501005898051422","12/7/2016 16:17:12","26/4/2019 00:18:32","南宁市青秀区民族大道１１５号金碧苑２栋１－０３－５号房",,"914501005898051422",,"有限责任公司(自然人投资或控股)","张波","广西壮族自治区","436686","http://www.gxjutai.com","12/1/2022","31",,"1017x","8000000.00","12/1/2012",,,,,,,,,,"12/1/2012","1","存续（在营、开业、在册）","人民币","450100200179907","南宁市工商行政管理局","450100",,"447593140@qq.com",,"0771-5531436",
"279","南宁思科达园林绿化有限公司","草坪建植、普通货运（凭许可证在有效期内经营，具体项目以审批部门批准为准。）；园林工程设计、施工，园林绿化，园林绿化养护，市政工程的设计和施工，公路、桥梁工程的设计和施工，路灯、城市景观亮化美化工程的设计和施工（以上经营范围凭资质证经营）；花卉苗木的种植和销售；园林机械的租赁和销售；房屋租赁；游园娱乐设施、酒店的投资与管理，对公路、桥梁、矿山、房地产、水电的投资；园林亮化养护工程技术、花卉苗木生产技术的研究开发、咨询与服务。","9145010027285734XN","12/7/2016 16:17:13","22/5/2019 18:54:01","南宁市高新区创新路西段１５号办公综合楼３楼",,"9145010027285734XN",,"有限责任公司(自然人投资或控股)","黄慧荣","广西壮族自治区","438377","暂无","14/11/2031","31",,"408x","30000000.00","15/11/1996",,,,,,,,,,"15/11/1996","1","存续（在营、开业、在册）",,"450111200005565","南宁市工商行政管理局高新技术产业开发区分局","450111",,"2502132744@qq.com",,"13517882339",
"280","广西冯德非凡建筑工程劳务有限责任公司","钢筋作业分包、木工作业分包、混凝土作业分包、砌筑作业分包、脚手架作业分包、模板作业分包、抹灰作业分包（以上经营范围凭资质证经营）。","91450100075206759Y","12/7/2016 16:17:14","29/5/2019 06:19:30","南宁市西乡塘区科园大道31号财智时代公寓A-1505号",,"91450100075206759Y",,"有限责任公司(自然人投资或控股)","韦德宝","广西壮族自治区","445147","暂无","30/7/2033","31",,"965x","2000000.00","30/7/2013",,,,,,,,,,"30/7/2013","1","存续（在营、开业、在册）",,"450111000113840","南宁市工商行政管理局高新技术产业开发区分局","450111",,"516825402@qq.com",,"15877129329",
"281","广西桂林中开建筑劳务有限公司","混凝土安装作业分包劳务分包壹级；钢筋作业分包贰级；抹灰作业分包；砌筑作业分包贰级；模板作业分包贰级；木工作业分包贰级；脚手架搭设作业分包壹级。","91450331571817727B","12/7/2016 16:17:16","24/4/2019 18:54:06","荔浦县荔城镇荔金路62号三楼",,"91450331571817727B",,"有限责任公司(自然人独资)","李兴明","广西壮族自治区","446638","暂无","27/3/2031","31",,"1030x","6000000.00","28/3/2011",,,,,,,,,,"28/3/2011","1","存续（在营、开业、在册）",,"450331200002502","荔浦市工商行政管理和质量技术监督局","450331",,"472944086@qq.com",,"0773-7221908",
"282","石家庄元牛装饰设计有限公司","室内外装饰装修设计（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91130108320203210W","12/7/2016 16:17:17","28/5/2019 17:46:14","河北省石家庄市裕华区翟营大街39号新界商务楼南楼0903",,"32020321-0",,"有限责任公司(自然人独资)","张雷","河北省","447166","暂无","25/12/2034","7",,"1770x1775x","5000000.00","26/12/2014",,,,,,,,,,"26/12/2014","1","存续（在营、开业、在册）","人民币","130108000098125","裕华区工商行政管理局","130108",,,,"13932159236",
"283","黑龙江民航建筑安装工程有限公司","房屋建筑工程施工总承包贰级，建筑装修装饰工程专业承包贰级，机电设备安装工程专业承包叁级，机场场道工程专业承包贰级；建筑物清洁服务；物业管理；市政工程。","91230102127823581U","12/7/2016 16:17:19","25/4/2019 16:56:39","哈尔滨市道里区太平国际机场",,"12782358-1",,"其他有限责任公司","高国华","黑龙江省","450251","暂无","21/4/2026","11",,"380x702x707x995x","30000000.00","22/4/1994",,,,,,,,,,"22/4/1994","1","存续（在营、开业、在册）",,"230102100017655","哈尔滨市道里区市场监督管理局","230102",,"372216939@qq.com",,"0451-82895103",
"284","吉林省长泓水利工程有限责任公司","水利水电工程、市政公用工程、房屋建筑工程、建筑装修装饰工程、土石方工程（不含爆破）、园林绿化工程、地质灾害防治与治理工程、公路工程、公路路面工程、公路路基工程、钢结构工程、消防工程、道路桥梁工程、管道工程、河湖治理工程、港口及航运设施工程、水源及供水设施工程、节水灌溉、隧道工程、铁路工程、城市管道设施工程、金属结构安装及机电设备安装工程、电力安装及输变电工程、电气安装工程、水土保持工程、环境保护及治理工程、拆除工程（不含爆破）施工；以自有资金对相关项目进行投资、投资咨询（不得从事吸收存款、发放贷款、受托发放贷款、代客理财、融资担保等金融服务业务，严禁非法集资；不得从事证券、期货、信托投资、金融等信息咨询业务）；工程测量服务；货物及技术进出口贸易（不含出版物进口业务；不包括国家限定公司经营或禁止进出口的商品及技术）；对外承包与公司实力、规模、业绩相适应的国外建设工程项目（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","91220101795219830C","12/7/2016 16:17:20","24/4/2019 15:46:43","长春市经济技术开发区浦东路196号浦东明珠15号楼3楼",,"91220101795219830C",,"有限责任公司(自然人投资或控股)","王宝林","吉林省","449918","http://www.jlchslgs.com.cn","7/12/2026","10",,"380x391x407x702x","200000000.00","29/9/2011",,,,,,,,,,"8/4/2019","1","存续（在营、开业、在册）","人民币","220000000028168","长春市工商行政管理局","220101",,"2397481910@qq.com",,"0431-82663999",
"285","吉林省乾旭建业集团有限公司","房屋建筑工程施工总承包贰级、市政公用工程施工总承包壹级、建筑装修装饰工程专业承包叁级、钢结构工程专业承包叁级；建筑幕墙工程专业承包叁级；建筑节能工程专业承包贰级；铝合金、门窗制造、安装；绿化工程与施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91220323125070379U","12/7/2016 16:17:24","26/5/2019 11:46:21","伊通大街15号（永宁街B5-9-1）",,"91220323125070379U",,"有限责任公司(自然人投资或控股)","王忠华","吉林省","449930","暂无","30/6/2023","10",,"380x406x407x702x714x715x967x1044x","300006000.00","25/1/2002",,,,,,,,,,"25/1/2002","1","存续（在营、开业、在册）","人民币","220323000000746","伊通满族自治县市场监督管理局","220323",,"jlqxt@126.com",,"0434-4246999",
"286","吉林宏威公路建设有限公司","公路修筑 养护（国家一级）***（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91222403702278023E","12/7/2016 16:17:26","11/5/2019 22:04:54","敦化市西环路1号",,"91222403702278023E",,"有限责任公司(自然人投资或控股)","王云峰","吉林省","449944","暂无","9/3/2029","10",,"382x408x968x971x","100000000.00","10/3/1999",,,,,,,,,,"9/2/2018","1","存续（在营、开业、在册）","人民币","222403000005911","敦化市市场和质量监督管理局","222403",,"605926875@qq.com",,"0433-6310979",
"287","吉林省一建工程股份有限公司","钢结构工程、建筑幕墙工程、机械设备安拆工程、机械设备租赁、周转工具租赁；房屋建筑工程，市政工程，机电安装工程，地基与基础工程，预应力工程，金属门窗、消防工程（以上各项凭资质证书经营）；承包境外工业与民用建筑工程及境内国际招标工程；上述境外工程所需设备、材料出口X***（依法须经批准的项目，经相关部门批准后方可开展经营活动）","912200007404763037","12/7/2016 16:17:27","28/4/2019 08:14:45","长春市宽城区长江路57号",,"912200007404763037",,"股份有限公司(非上市、自然人投资或控股)","张锐","吉林省","449960","暂无","10/6/2027","10",,"379x407x709x714x918x967x1367x1372x","102000000.00","19/4/2010",,,,,,,,,,"6/8/2002","1","存续（在营、开业、在册）","人民币","220000000021079","吉林省市场监督管理厅","220000",,"42837426@qq.com",,"0431-88982595",
"288","吉林省荣发公路工程有限公司","可承担各级公路标志、标线、护栏、隔离栅、防眩板等工程施工及安装；公路工程施工总承包贰级、公路交通工程专业承包交通安全设施资质、公路路基工程专业承包贰级、公路路面工程专业承包贰级；市政公用工程施工总承包贰级；可以承担贰级及以下等级公路的路基、路面、防护构造物、绿化及沿线设施等的中修及以上等级的养护工程；生产及经销沥青混凝土、水泥稳定碎石、二灰碎石，房屋出租；城市景观园林绿化工程、公路绿化、苗木、花卉、草坪种植、销售；建筑劳务分包；设备租赁；普通货物道路运输(依法须经批准的项目，经相关部门批准后方可开展经营活动）","91220122767180166G","12/7/2016 16:17:29","25/4/2019 21:15:46","农安县合隆镇经济开发区834栋3层",,"91220122767180166G",,"有限责任公司(自然人投资或控股)","孙亚成","吉林省","449971","暂无","31/12/2033","10",,"383x407x969x972x","100000000.00","22/4/2004",,,,,,,,,,"24/8/2018","1","存续（在营、开业、在册）","人民币","220101020006720","农安县工商行政管理局","220122",,"729089577@qq.com",,"0431-83489888",
"289","吉林冶建有限公司","房屋建筑工程施工总承包、冶炼工程施工总承包、市政公用工程施工总承包、土石方工程专业承包、钢结构工程专业承包、管道(不含压力管道)安装工程、建筑劳务分包（以上各项均凭资质证书经营）；对外承包工程经营（仅包括以下二项：1承包与其实力、规模、业绩相适应的国外工程项目；2对外派遣实施上述境外工程所需的劳务人员。）；以自有资产对外投资；通信管道销售及租赁；涂料粉刷；废旧物资回收与综合利用；以下项目由下属分公司实施经营，需单独办理营业执照：建材（不含木材）、交电、木制品家具经销、压力容器、非标设备制造、铝塑窗制造、加工、安装、机械设备制造、安装、维修、金属制造、建筑设备生产、安装、租赁、维修、水泥制品生产、普通货物运输、装卸、汽车大修；装饰装潢设计；滑模工程技术咨询；爆破与拆迁工程、建筑幕墙工程施工、通信工程（凭资质证书经营）；资产投资与管理（不含股权及证券、期货）；通讯管线、器材及设备销售；通信管线租赁（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91220201723132699P","12/7/2016 16:17:30","25/4/2019 20:59:48","吉林省吉林市昌邑区中兴街123号B座3-8层",,"72313269-9",,"其他有限责任公司","张洪达","吉林省","449982","暂无",,"10",,"379x400x407x714x1372x","57220500.00","10/7/2000",,,,,,,,,,"9/8/2018","1","存续（在营、开业、在册）","人民币","220200000001524","吉林市工商行政管理局","220200",,"jlyjbgs@163.com",,"0432-65070981",
"290","松原市北工建筑工程有限公司","房屋建筑工程施工总承包，市政公用工程施工总承包，城市园林绿化工程施工总承包，普通货物道路运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","9122070030781472XP","12/7/2016 16:17:32","25/4/2019 16:07:38","吉林省松原市宁江区石化街887号（机动处楼3楼339室）",,"30781472-X",,"有限责任公司(自然人投资或控股)","梁宝瑞","吉林省","446977","暂无","20/5/2034","10",,"381x408x","16000000.00","21/5/2014",,,,,,,,,,"21/5/2014","1","存续（在营、开业、在册）","人民币","220700000044596","松原市工商行政管理局","220700",,"504140499@qq.com",,"0438-5097555",
"291","江苏恒基建筑安装有限公司","房屋建筑工程、市政公用工程、钢结构工程、消防设施工程、地基与基础工程、土石方工程、建筑装饰装修工程、建筑幕墙工程、园林古建筑工程、建筑智能化工程、建筑防水工程、防腐保温工程施工；机电设备安装；建筑消防设施维修、保养、技术咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91320300684917601K","12/7/2016 16:17:33","30/5/2019 13:07:08","徐州市复兴北路金凯隆大厦1-702室",,"68491760-1",,"有限责任公司(自然人投资或控股)","李秋杰","江苏省","452666","暂无","19/1/2029","12",,"380x399x408x707x709x","20000000.00","20/1/2009",,,,,,,,,,"20/1/2009","1","存续（在营、开业、在册）","人民币","320300000210588","徐州市工商行政管理局","320300",,"390952417@qq.com",,"0516-83738188",
"292","南昌市第五建筑安装工程公司","房屋建筑、水电、市政、消防、装饰、基础、钢结构及网架工程、设备安装工程、机械加工、凿井、霓虹灯制作安装、主营范围设备及配件材料经销。物业管理、房地产开发（以上项目依法需经批准的项目，需经相关部门批准后方可开展经营活动）＊*","91360100158374926F","12/7/2016 16:17:33","28/5/2019 18:06:52","江西省南昌市西湖区永叔路１０号",,"91360100158374926F",,"股份合作制","熊和平","江西省","450022","暂无",,"16",,"379x406x413x701x709x713x916x1372x","104398000.00","1/5/1973",,,,,,,,,,"1/5/1973","1","存续（在营、开业、在册）","人民币","360100010002250","南昌市市场和质量监督管理局","360100",,"307199569@qq.com",,"0791-86225992",
"293","江西省路港工程有限公司","港口与航道工程施工总承包；公路工程施工总承包；公路路基工程总承包；桥梁工程专业承包；航道工程专业承包；航道工程专业承包；通航建筑工程专业承包；港口与海岸工程专业承包；市政公用工程承包；房屋建筑工程总承包；工程测量。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91360000796998549T","12/7/2016 16:17:35","25/4/2019 21:14:36","江西省南昌市南昌县莲塘镇开发路389号",,"91360000796998549T",,"其他有限责任公司","彭木根","江西省","460252","暂无","15/4/2041","16",,"380x383x388x392x393x407x960x972x999x1002x1005x1373x","100000000.00","16/4/1991",,,,,,,,,,"16/4/1991","1","存续（在营、开业、在册）","人民币","360000110004733","江西省市场监督管理局","360000",,"jxlggc@126.com",,"0791-87158909",
"294","南昌市政工程开发集团有限公司","市政工程开发（壹级、含道路下水道、桥梁的新建和改造工程施工）、水利、桩基、公路工程施工、土石方工程、交通安全设施工程、园林绿化工程、城市及道路照明工程、房地产开发、房屋维修、水电安装；市政工程技术咨询；承包境外市政公用工程和境内国际招标工程；水泥混凝土构件制品加工及销售（仅限下属分支机构经营）；工程管理服务；房屋建筑工程（以上项目依法需经批准的项目，需经相关部门批准后方可开展经营活动）","91360100158375646P","12/7/2016 16:17:37","26/5/2019 07:05:52","江西省南昌市东湖区南京西路３８９号",,"91360100158375646P",,"有限责任公司（非自然人投资或控股的法人独资）","衷强","江西省","450045","http://www.szkfjt.com","23/5/2020","16",,"346x381x383x406x914x915x1014x","300000000.00","6/6/2000",,,,,,,,,,"6/6/2000","1","存续（在营、开业、在册）","人民币","360100110004566","南昌市市场和质量监督管理局","360100",,"szkfzhb@163.com",,"0791-86374949",
"295","江西丰伟建筑集团有限公司","按房屋建筑工程施工总承包壹级；市政公用工程总承包叁级 ；园林古建筑工程专业承包叁级；防腐保温工程专业承包叁级；金属门窗工程专业承包叁级；土石方工程专业承包叁级；建筑装修、装饰工程专业承包叁级经营（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","91361023723921989J","12/7/2016 16:17:38","27/5/2019 14:52:20","江西省抚州市南丰县桔都大道",,"91361023723921989J",,"有限责任公司(自然人投资或控股)","赵国升","江西省","450055","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRSFiybXLZCPdpVZRlRTnYY35RLPW3bpvge%2fat%2b856Qw31B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"16",,"379x408x702x712x958x","60040000.00","9/5/2000",,,,,,,,,,"9/5/2000","1","存续（在营、开业、在册）","人民币","361023210001124","南丰县市场和质量监督管理局","361023",,,,,
"296","江西盈丰建设工程有限公司","房屋建筑工程、市政工程、园林绿化工程、景观亮化工程、水利水电工程、土石方工程、装饰装修工程、防水工程、土地平整工程、公路工程施工。（以上项目国家有专项规定的凭许可证或资质证经营）*","913611270653819833","12/7/2016 16:17:39","12/5/2019 09:19:46","江西省上饶市余干县东塘乡东塘新街001号",,"06538198-3",,"有限责任公司(自然人投资或控股)","张爱文","江西省","447690","暂无","11/4/2043","16",,"381x408x421x702x","28000000.00","12/4/2013",,,,,,,,,,"12/4/2013","1","存续（在营、开业、在册）","人民币","361100210034924","余干县市场监督管理局","361127",,"NICOLE@QQ.COM",,"0793-3571111",
"297","中铁十九局集团第五工程有限公司","房屋建筑工程、铁路工程、公路工程、市政公用工程、桥梁工程、隧道工程、室内外装饰装修工程、钢结构工程施工；建筑材料检测；工程施工技术研究；预应力混凝土桥梁预制；机械零部件、铆焊、金属结构件、预制构件、砂石料、混凝土制品加工（限分公司生产经营）；货物运输；仓储；建筑机械设备、房屋租赁；建筑机械设备、钢模、钢管销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91210213121963321H","12/7/2016 16:17:41","30/5/2019 09:06:07","辽宁省大连市金州区拥政街道586号",,"91210213121963321H",,"有限责任公司（非自然人投资或控股的法人独资）","苗博宇","辽宁省","450111","http://www.zt19.com","10/11/2022","9",,,"400000000.00","11/11/2002",,,,,,,,,,"19/8/2018","1","存续（在营、开业、在册）","人民币","210213000021474","大连金普新区市场监督管理局","210213",,"1905qiyeguanlibu@163.com",,"0411-82163786",
